case,n_F,AverageVel_x,AverageVel_y,AverageVel_z,LatticeViscosity,GradPx,Permeability_x,Permeability_y,Permeability_z
694,0.526373125,1.97008E-07,3.39519E-07,3.72966E-07,0.166667,2.51256E-07,0.130682,0.225214,0.2474
695,0.5152575,1.80768E-07,2.8604E-07,3.09387E-07,0.166667,2.51256E-07,0.119909,0.18974,0.205227
696,0.51019175,1.67085E-07,2.60266E-07,2.93011E-07,0.166667,2.51256E-07,0.110833,0.172643,0.194364
697,0.542738625,2.69862E-07,4.24294E-07,4.58851E-07,0.166667,2.51256E-07,0.179008,0.281449,0.304371
698,0.51212475,1.67274E-07,2.54585E-07,2.96437E-07,0.166667,2.51256E-07,0.110958,0.168874,0.196637
699,0.524747,2.35042E-07,2.96147E-07,3.1869E-07,0.166667,2.51256E-07,0.155911,0.196444,0.211398
700,0.507765875,1.59098E-07,2.55608E-07,2.6233E-07,0.166667,2.51256E-07,0.105535,0.169553,0.174012
701,0.53161925,2.12639E-07,3.37431E-07,3.78188E-07,0.166667,2.51256E-07,0.141051,0.223829,0.250865
702,0.534233125,2.32364E-07,3.56993E-07,4.98896E-07,0.166667,2.51256E-07,0.154135,0.236805,0.330934
703,0.518911625,2.0218E-07,3.05995E-07,3.42362E-07,0.166667,2.51256E-07,0.134113,0.202977,0.2271
704,0.509293625,1.58443E-07,2.57494E-07,2.70652E-07,0.166667,2.51256E-07,0.105101,0.170805,0.179533
705,0.504768625,1.48906E-07,2.5613E-07,2.60427E-07,0.166667,2.51256E-07,0.0987744,0.169899,0.17275
706,0.4992845,1.36427E-07,2.24736E-07,2.55024E-07,0.166667,2.51256E-07,0.0904966,0.149075,0.169166
707,0.54996975,2.90734E-07,4.40801E-07,4.63382E-07,0.166667,2.51256E-07,0.192854,0.292398,0.307377
708,0.527309249999999,2.48043E-07,3.26501E-07,3.34985E-07,0.166667,2.51256E-07,0.164535,0.216579,0.222207
709,0.491994125,1.32241E-07,2.00514E-07,2.27625E-07,0.166667,2.51256E-07,0.08772,0.133007,0.150991
710,0.519463875,1.7801E-07,3.0221E-07,3.20887E-07,0.166667,2.51256E-07,0.11808,0.200466,0.212855
711,0.524383125,1.89114E-07,3.21444E-07,3.74188E-07,0.166667,2.51256E-07,0.125446,0.213225,0.248211
712,0.511360875,1.76157E-07,2.61314E-07,3.08745E-07,0.166667,2.51256E-07,0.116851,0.173338,0.204801
713,0.50815875,1.54767E-07,2.40562E-07,2.76482E-07,0.166667,2.51256E-07,0.102662,0.159573,0.1834
714,0.5011275,1.44634E-07,2.34308E-07,2.54515E-07,0.166667,2.51256E-07,0.0959403,0.155424,0.168828
715,0.49286375,1.28959E-07,2.20293E-07,2.35521E-07,0.166667,2.51256E-07,0.0855426,0.146128,0.156229
716,0.51100575,1.90735E-07,2.62356E-07,2.91528E-07,0.166667,2.51256E-07,0.126521,0.174029,0.19338
717,0.508901625,1.77306E-07,2.51128E-07,2.80072E-07,0.166667,2.51256E-07,0.117613,0.166582,0.185781
718,0.51432775,1.80178E-07,2.67849E-07,3.42848E-07,0.166667,2.51256E-07,0.119518,0.177673,0.227423
719,0.498965375,1.78123E-07,1.99415E-07,2.98345E-07,0.166667,2.51256E-07,0.118155,0.132279,0.197902
720,0.5036995,1.91975E-07,2.30547E-07,3.88154E-07,0.166667,2.51256E-07,0.127343,0.15293,0.257475
721,0.5024125,1.94195E-07,2.11664E-07,9.76581E-07,0.166667,2.51256E-07,0.128816,0.140404,0.647799
722,0.496442375,2.08977E-07,1.71014E-07,1.17058E-06,0.166667,2.51256E-07,0.138621,0.113439,0.776485
723,0.495923875,2.04484E-07,1.71353E-07,1.43506E-06,0.166667,2.51256E-07,0.135641,0.113664,0.951926
724,0.49564875,1.9617E-07,1.73102E-07,1.19107E-06,0.166667,2.51256E-07,0.130126,0.114824,0.790078
725,0.485020875,1.30444E-07,1.87371E-07,2.25029E-07,0.166667,2.51256E-07,0.086528,0.12429,0.149269
726,0.516891375,2.68695E-07,2.50165E-07,1.28529E-06,0.166667,2.51256E-07,0.178235,0.165943,0.852573
727,0.54319125,2.47989E-07,3.67126E-07,3.68518E-07,0.166667,2.51256E-07,0.164499,0.243527,0.244451
728,0.5350435,2.21935E-07,3.06125E-07,3.83912E-07,0.166667,2.51256E-07,0.147217,0.203063,0.254662
729,0.530570375,2.11017E-07,3.52792E-07,3.88471E-07,0.166667,2.51256E-07,0.139975,0.234019,0.257686
730,0.533076875,2.10175E-07,3.03025E-07,3.80546E-07,0.166667,2.51256E-07,0.139416,0.201006,0.252429
731,0.5334915,2.24319E-07,3.33013E-07,3.73782E-07,0.166667,2.51256E-07,0.148799,0.220899,0.247942
732,0.532547875,2.33975E-07,3.70966E-07,3.78511E-07,0.166667,2.51256E-07,0.155203,0.246074,0.251079
733,0.5349525,2.78453E-07,3.91957E-07,3.92127E-07,0.166667,2.51256E-07,0.184707,0.259998,0.260111
734,0.535408375,2.73471E-07,4.00499E-07,3.82585E-07,0.166667,2.51256E-07,0.181402,0.265664,0.253781
735,0.51616225,1.77777E-07,2.7863E-07,3.46167E-07,0.166667,2.51256E-07,0.117926,0.184825,0.229624
736,0.531140125,2.28382E-07,3.5648E-07,3.34201E-07,0.166667,2.51256E-07,0.151493,0.236465,0.221687
737,0.550983125,3.27903E-07,3.64412E-07,4.46798E-07,0.166667,2.51256E-07,0.217509,0.241727,0.296376
738,0.54465775,2.43155E-07,3.58797E-07,4.17895E-07,0.166667,2.51256E-07,0.161293,0.238002,0.277204
739,0.540128875,2.31233E-07,3.93695E-07,4.66503E-07,0.166667,2.51256E-07,0.153385,0.261151,0.309447
740,0.531486625,2.11716E-07,3.40657E-07,3.63563E-07,0.166667,2.51256E-07,0.140439,0.225969,0.241164
741,0.527880875,2.06426E-07,3.32291E-07,3.43456E-07,0.166667,2.51256E-07,0.136929,0.22042,0.227826
742,0.528232375,2.62695E-07,3.34E-07,3.47891E-07,0.166667,2.51256E-07,0.174254,0.221553,0.230768
743,0.520489125,2.45524E-07,3.1858E-07,3.18087E-07,0.166667,2.51256E-07,0.162864,0.211325,0.210998
744,0.5264475,2.02899E-07,3.15979E-07,3.3971E-07,0.166667,2.51256E-07,0.13459,0.2096,0.225341
745,0.512835625,1.93137E-07,2.6723E-07,2.9899E-07,0.166667,2.51256E-07,0.128114,0.177263,0.19833
746,0.550596375,3.27961E-07,3.56543E-07,4.25365E-07,0.166667,2.51256E-07,0.217548,0.236507,0.282159
747,0.54935175,2.62715E-07,3.86375E-07,4.45293E-07,0.166667,2.51256E-07,0.174267,0.256296,0.295378
748,0.53349025,2.02274E-07,3.3925E-07,3.60125E-07,0.166667,2.51256E-07,0.134175,0.225036,0.238883
749,0.546859,2.79608E-07,4.07143E-07,4.97951E-07,0.166667,2.51256E-07,0.185473,0.270072,0.330308
750,0.523577,1.77441E-07,2.97564E-07,3.02789E-07,0.166667,2.51256E-07,0.117702,0.197384,0.20085
751,0.522169375,1.93776E-07,2.95847E-07,2.99927E-07,0.166667,2.51256E-07,0.128538,0.196245,0.198951
752,0.515926875,1.93424E-07,2.74154E-07,2.96467E-07,0.166667,2.51256E-07,0.128304,0.181856,0.196656
753,0.5299335,2.10889E-07,3.48662E-07,3.27051E-07,0.166667,2.51256E-07,0.139889,0.231279,0.216944
754,0.509135125,1.70522E-07,2.53622E-07,2.82049E-07,0.166667,2.51256E-07,0.113113,0.168236,0.187092
755,0.54245625,2.65908E-07,3.16997E-07,3.96678E-07,0.166667,2.51256E-07,0.176385,0.210275,0.26313
756,0.551453125,2.88859E-07,3.83131E-07,4.63343E-07,0.166667,2.51256E-07,0.19161,0.254143,0.307351
757,0.54207125,2.41188E-07,3.54223E-07,4.07524E-07,0.166667,2.51256E-07,0.159988,0.234968,0.270324
758,0.52863225,1.86068E-07,3.22956E-07,3.39468E-07,0.166667,2.51256E-07,0.123425,0.214228,0.22518
759,0.546091375,2.68218E-07,4.15647E-07,4.93442E-07,0.166667,2.51256E-07,0.177918,0.275713,0.327316
760,0.5259835,1.88827E-07,3.31198E-07,3.27117E-07,0.166667,2.51256E-07,0.125255,0.219695,0.216987
761,0.525015125,1.93507E-07,3.17004E-07,3.27318E-07,0.166667,2.51256E-07,0.12836,0.210279,0.217121
762,0.528281625,1.93771E-07,3.79337E-07,3.44877E-07,0.166667,2.51256E-07,0.128534,0.251627,0.228769
763,0.510127,1.63615E-07,2.70897E-07,2.58569E-07,0.166667,2.51256E-07,0.108531,0.179695,0.171518
764,0.543980625,2.67772E-07,3.55565E-07,4.17834E-07,0.166667,2.51256E-07,0.177622,0.235858,0.277163
765,0.552631375,3.06475E-07,3.76972E-07,4.67705E-07,0.166667,2.51256E-07,0.203295,0.250058,0.310244
766,0.548255125,2.81191E-07,3.6502E-07,4.52137E-07,0.166667,2.51256E-07,0.186523,0.24213,0.299917
767,0.5348325,2.10352E-07,3.22584E-07,3.654E-07,0.166667,2.51256E-07,0.139533,0.213981,0.242382
768,0.53257825,2.02452E-07,3.38115E-07,3.55294E-07,0.166667,2.51256E-07,0.134293,0.224283,0.235679
769,0.553798125,3.01081E-07,4.21234E-07,5.00357E-07,0.166667,2.51256E-07,0.199717,0.279419,0.331903
770,0.534911375,2.08087E-07,3.37179E-07,3.34843E-07,0.166667,2.51256E-07,0.138031,0.223662,0.222113
771,0.525235625,1.92488E-07,3.58588E-07,3.38654E-07,0.166667,2.51256E-07,0.127684,0.237863,0.224641
772,0.52049175,1.83702E-07,2.75075E-07,2.92174E-07,0.166667,2.51256E-07,0.121856,0.182466,0.193809
773,0.53810025,2.96431E-07,3.10724E-07,3.74615E-07,0.166667,2.51256E-07,0.196633,0.206114,0.248495
774,0.546861875,2.69157E-07,4.05441E-07,4.06941E-07,0.166667,2.51256E-07,0.178541,0.268942,0.269938
775,0.54678825,2.84734E-07,3.84614E-07,4.31838E-07,0.166667,2.51256E-07,0.188873,0.255127,0.286452
776,0.540481625,2.57037E-07,3.37242E-07,4.15408E-07,0.166667,2.51256E-07,0.170501,0.223704,0.275554
777,0.5408635,2.31018E-07,3.44408E-07,3.69172E-07,0.166667,2.51256E-07,0.153242,0.228457,0.244884
778,0.5332675,2.1415E-07,3.08007E-07,3.37334E-07,0.166667,2.51256E-07,0.142053,0.204311,0.223765
779,0.53257025,2.06844E-07,3.20547E-07,3.1839E-07,0.166667,2.51256E-07,0.137206,0.21263,0.211198
780,0.523451625,1.71198E-07,3.17505E-07,3.05376E-07,0.166667,2.51256E-07,0.113561,0.210612,0.202566
781,0.55084025,2.91506E-07,4.20373E-07,4.51565E-07,0.166667,2.51256E-07,0.193366,0.278847,0.299538
782,0.5478425,2.84723E-07,3.66918E-07,4.01802E-07,0.166667,2.51256E-07,0.188866,0.243389,0.266529
783,0.5318275,2.18625E-07,3.31855E-07,3.38013E-07,0.166667,2.51256E-07,0.145021,0.220131,0.224215
784,0.52929425,2.19862E-07,3.38232E-07,3.78662E-07,0.166667,2.51256E-07,0.145842,0.224361,0.251179
785,0.52727625,1.98E-07,3.20376E-07,3.5916E-07,0.166667,2.51256E-07,0.13134,0.212516,0.238243
786,0.52407075,1.96114E-07,2.85093E-07,3.30206E-07,0.166667,2.51256E-07,0.130089,0.189112,0.219037
787,0.5240295,1.95608E-07,2.65509E-07,3.30386E-07,0.166667,2.51256E-07,0.129753,0.176121,0.219156
788,0.528508875,2.08403E-07,2.99968E-07,3.57316E-07,0.166667,2.51256E-07,0.138241,0.198979,0.23702
789,0.522471625,1.72567E-07,2.97843E-07,3.12672E-07,0.166667,2.51256E-07,0.114469,0.197569,0.207406
790,0.55165575,3.15712E-07,4.29645E-07,4.61759E-07,0.166667,2.51256E-07,0.209422,0.284998,0.3063
791,0.535288,2.56057E-07,3.18703E-07,4.07688E-07,0.166667,2.51256E-07,0.169851,0.211406,0.270433
792,0.559028375,3.21282E-07,4.15233E-07,4.96735E-07,0.166667,2.51256E-07,0.213117,0.275438,0.329501
793,0.5723845,3.67036E-07,4.79415E-07,6.05732E-07,0.166667,2.51256E-07,0.243468,0.318012,0.401802
794,0.5809125,4.45408E-07,4.91893E-07,6.229E-07,0.166667,2.51256E-07,0.295454,0.326289,0.41319
795,0.61587975,6.0406E-07,5.54051E-07,6.95763E-07,0.166667,2.51256E-07,0.400693,0.36752,0.461523
796,0.619344125,6.09142E-07,5.26274E-07,6.17426E-07,0.166667,2.51256E-07,0.404064,0.349095,0.409559
797,0.54079225,3.92006E-07,2.90884E-07,4.16131E-07,0.166667,2.51256E-07,0.260031,0.192953,0.276034
798,0.5927125,3.98026E-07,5.11911E-07,5.37216E-07,0.166667,2.51256E-07,0.264024,0.339568,0.356354
